"ITEMCODE","LOCATIONKEY","QUANTITYONHAND","QUANTITYBACKORDERED","QUANTITYRESERVED","QUANTITYINTRANSIT","BINLOCATION"
"1598BBK","02","2","0","0","0","RP"
"1598BBK","03","0","0","0","0",""
"1598BBSGY","00","0","0","0","0","RP"
"1598BBSGY","01","0","0","0","0","RP"
"1598BBSGY","02","0","0","0","0","RP"
"1598BBSGY","03","0","0","0","0",""
"1598BBSGYPBK","02","2","0","0","0","RI"
"1598BBSGYPBK","03","0","0","0","0",""
"1598BGY","00","0","0","0","0",""
"1598BGY","01","0","0","0","0","RI"
"1598BGY","02","0","0","0","0","RI"
"1598BGY","03","0","0","0","0",""
"1598BSGY","00","0","0","0","0","RP"
"1598BSGY","01","0","0","0","0","RP"
"1598BSGY","02","2","0","0","0","RP"
"1598BSGY","03","0","0","0","0",""
"1598CBK","00","0","0","0","0","RP"
"1598CBK","01","0","0","0","0","RP"
"1598CBK","02","0","0","0","0","RP"
"1598CBK","03","0","0","0","0",""
"1598CGY","00","0","0","0","0","RP"
"1598CGY","01","0","0","0","0","RI"
"1598CGY","02","0","0","0","0","RP"
"1598CGY","03","0","0","0","0",""
"1598CSGY","00","0","0","0","0","RP"
"1598CSGY","01","0","0","0","0","RP"
"1598CSGY","02","2","0","0","0","RP"
"1598CSGY","03","0","0","0","0",""
"1598DGY","00","0","0","0","0","RP"
"1598DGY","01","0","0","0","0","RP"
"1598DGY","02","1","0","0","0","RP"
"1598DGY","03","0","0","0","0",""
"1598RGGY","00","0","0","0","0",""
"1598RGGY","01","0","0","0","0",""
"1598RGGY","02","0","0","0","0",""
"1598RGGY","03","0","0","0","0",""
"1598ZPC25","01","0","0","0","0",""
"1598ZPC25","02","0","0","0","0",""
"1598ZPC25","03","0","0","0","0",""
"1599BBKBAT","00","0","0","0","0","RP"
"1599BBKBAT","01","0","0","0","0","RP"
"1599BBKBAT","02","2","0","0","0","RP"
"1599BBKBAT","03","0","0","0","0",""
"1599BGYBAT","00","0","0","0","0","RP"
"1599BGYBAT","01","0","0","0","0","RI"
"1599BGYBAT","02","0","0","0","0","RI"
"1599BGYBAT","03","0","0","0","0",""
"1599BSGY","00","0","0","0","0","RP"
"1599BSGY","01","0","0","0","0","RP"
"1599BSGY","02","0","0","0","0","RP"
"1599BSGY","03","0","0","0","0",""
"1599BSGYBAT","00","0","0","0","0","RP"
"1599BSGYBAT","01","0","0","0","0","RP"
"1599BSGYBAT","02","4","0","0","0","RP"
"1599BSGYBAT","03","0","0","0","0",""
"1599CLIP","01","0","0","0","0","RP"
"1599CLIP","02","0","0","0","0","RP"
"1599CLIP","03","0","0","0","0",""
"1599CLIPGY","01","0","0","0","0","RP"
"1599CLIPGY","02","0","0","0","0","RP"
"1599CLIPGY","03","0","0","0","0",""
"1599EBK","00","0","0","0","0",""
"1599EBK","01","0","0","0","0","RP"
"1599EBK","02","2","0","0","0","RP"
"1599EBK","03","0","0","0","0",""
"1599EBKBAT","00","0","0","0","0","RP"
"1599EBKBAT","01","0","0","0","0","RP"
"1599EBKBAT","02","1","0","0","0","RP"
"1599EBKBAT","03","0","0","0","0",""
"1599ESGY","00","0","0","0","0","RP"
"1599ESGY","01","0","0","0","0","RP"
"1599ESGY","02","0","0","0","0","RP"
"1599ESGY","03","0","0","0","0",""
"1599ESGYBAT","00","0","0","0","0","RP"
"1599ESGYBAT","01","0","0","0","0","RP"
"1599ESGYBAT","02","3","0","0","0","RP"
"1599ESGYBAT","03","0","0","0","0",""
"1599HBK","00","0","0","0","0",""
"1599HBK","01","0","0","0","0","RI"
"1599HBK","02","0","0","0","0","RI"
"1599HBK","03","0","0","0","0",""
"1599HSGY","00","0","0","0","0","RP"
"1599HSGY","01","0","0","0","0","RP"
"1599HSGY","02","4","0","0","0","RP"
"1599HSGY","03","0","0","0","0",""
"15RA","00","0","0","0","0",""
"15RA","01","0","0","0","0",""
"15RA","02","0","0","0","0",""
"15RA","03","0","0","0","0",""
"16/2HPN","00","0","0","0","0","RP"
"16/2HPN","01","0","0","0","0",""
"16/2HPN","02","40","0","0","0",""
"16/2HPN","03","0","0","0","0",""
"16/3SJ","00","0","0","0","0","RP"
"16/3SJ","01","0","0","0","0","RP"
"16/3SJ","02","80","0","0","0","RI"
"16/3SJ","03","0","0","0","0",""
"A103MWH","00","0","0","0","0",""
"A103MWH","01","0","0","0","0","RP"
"A103MWH","02","0","0","0","0","RP"
"A103MWH","03","0","0","0","0",""
"1601-CS","00","0","0","0","0","RP"
"1601-CS","01","0","0","0","0","RI"
"1601-CS","02","0","0","0","0","RI"
"1601-CS","03","0","0","0","0",""
"1601-15","01","0","0","0","0","RP"
"1601-15","02","2","0","0","0","RP"
"1601-15","03","0","0","0","0",""
"1601-M","00","0","0","0","0",""
"1601-M","01","0","0","0","0",""
"1601-M","02","0","0","0","0",""
"1601-M","03","0","0","0","0",""
"1602-CS","02","0","0","0","0","RI"
"1602-CS","03","0","0","0","0",""
"1602-15","01","0","0","0","0","RP"
"1602-15","02","4","0","0","0","RP"
"1602-15","03","0","0","0","0",""
"1603-36","00","0","0","0","0","RP"
"1603-36","01","0","0","0","0","RI"
"1603-36","02","0","0","0","0","RI"
"1603-36","03","0","0","0","0",""
"1603-15","01","0","0","0","0","RP"
"1603-15","02","1","0","0","0","RP"
"1603-15","03","0","0","0","0",""
"1603-M","00","0","0","0","0",""
"1603-M","01","0","0","0","0",""
"1603-M","02","0","0","0","0",""
"1603-M","03","0","0","0","0",""
"1604-36","00","0","0","0","0","RP"
"1604-36","01","0","0","0","0","RI"
"1604-36","02","0","0","0","0","RI"
"1604-36","03","0","0","0","0",""
"1604-15","01","0","0","0","0","RP"
"1604-15","02","2","0","0","0","RP"
"1604-15","03","0","0","0","0",""
"1604-M","00","0","0","0","0",""
"1604-M","01","0","0","0","0",""
"1604-M","02","0","0","0","0",""
"1604-M","03","0","0","0","0",""
"1605-C","00","0","0","0","0",""
"1605-C","01","0","0","0","0","RI"
"1605-C","02","0","0","0","0",""
"1605-C","03","0","0","0","0",""
"1605-M","00","0","0","0","0",""
"1605-M","01","0","0","0","0",""
"1605-M","02","0","0","0","0",""
"1605-M","03","0","0","0","0",""
"16050U","01","0","0","0","0","RP"
"16050U","02","0","0","0","0","RX"
"16050U","03","0","0","0","0",""
"1608-BP","01","0","0","0","0","RI"
"1608-BP","02","2","0","0","0","RI"
"1608-BP","03","0","0","0","0",""
"160F12","00","0","0","0","0","RP"
"160F12","01","0","0","0","0","RI"
"160F12","02","0","0","0","0","RI"
"160F12","03","0","0","0","0",""
"161-2xxx","00","0","0","0","0",""
"161-2xxx","01","0","0","0","0",""
"161-2xxx","02","0","0","0","0",""
"161-2xxx","03","0","0","0","0",""
"161050","01","0","0","0","0",""
"161050","02","1","0","0","0","R"
"161050","03","0","0","0","0",""
"1616287268","02","0","0","0","0",""
"1616287268","03","0","0","0","0",""
"1617050","01","0","0","0","0","RP"
"1617050","02","0","0","0","0","R"
"1617050","03","0","0","0","0",""
"1617292451","02","0","0","0","0",""
"1617292451","03","0","0","0","0",""
"1619PRT","00","0","0","0","0","RP"
"1619PRT","01","0","0","0","0","RP"
"1619PRT","02","4","0","0","0","RP"
"1619PRT","03","0","0","0","0",""
"161E16","01","0","0","0","0",""
"161E16","02","0","0","0","0",""
"161E16","03","166","0","0","0",""
"1625-12PRT","00","0","0","0","0","RP"
"1625-12PRT","01","0","0","0","0","RP"
"1625-12PRT","02","4","0","0","0","RP"
"1625-12PRT","03","0","0","0","0",""
"1625-15PRT","00","0","0","0","0","RP"
"1625-15PRT","01","0","0","0","0",""
"1625-15PRT","02","0","0","0","0",""
"1625-15PRT","03","0","0","0","0",""
"1625-1PRT","00","0","0","0","0","RP"
"1625-1PRT","01","0","0","0","0","RP"
"1625-1PRT","02","3","0","0","0","RP"
"1625-1PRT","03","0","0","0","0",""
"1625-24PRT","01","0","0","0","0","RP"
"1625-24PRT","02","0","0","0","0",""
"1625-24PRT","03","0","0","0","0",""
"1625-2PRT","00","0","0","0","0","RP"
"1625-2PRT","01","0","0","0","0","RP"
"1625-2PRT","02","8","0","0","0","RP"
"1625-2PRT","03","0","0","0","0",""
"1625-3PRT","00","0","0","0","0","RP"
"1625-3PRT","01","0","0","0","0","RP"
"1625-3PRT","02","13","0","0","0","RP"
"1625-3PRT","03","0","0","0","0",""
"1625-4PRT","00","0","0","0","0","RP"
"1625-4PRT","01","0","0","0","0","RP"
"1625-4PRT","02","4","0","0","0","RP"
"1625-4PRT","03","0","0","0","0",""
"1625-6PRT","00","0","0","0","0","RP"
"1625-6PRT","01","0","0","0","0","RP"
"1625-6PRT","02","0","0","0","0","RP"
"1625-6PRT","03","0","0","0","0",""
"1625-9PRT","00","0","0","0","0","RP"
"1625-9PRT","01","0","0","0","0","RP"
"1625-9PRT","02","5","0","0","0","RP"
"1625-9PRT","03","0","0","0","0",""
"1627050T","01","0","0","0","0","RP"
"1627050T","02","3","0","0","0","RP"
"1627050T","03","0","0","0","0",""
"1632-14","01","0","0","0","0","RP"
"1632-14","02","3","0","0","0","RI"
"1632-14","03","0","0","0","0",""
"1633-14","02","2","0","0","0","RP"
"1633-14","03","0","0","0","0",""
"1634-14","01","0","0","0","0","RP"
"1634-14","02","1","0","0","0","RI"
"1634-14","03","0","0","0","0",""
"1636-14","01","0","0","0","0","RP"
"1636-14","02","2","0","0","0",""
"1636-14","03","0","0","0","0",""
"1641","02","0","0","0","0",""
"1641","03","0","0","0","0",""
"1643N","02","0","0","0","0",""
"1643N","03","0","0","0","0",""
"165S12","00","0","0","0","0",""
"165S12","01","0","0","0","0","RI"
"165S12","02","0","0","0","0","RI"
"165S12","03","0","0","0","0",""
"165S25","01","0","0","0","0","RI"
"165S25","02","0","0","0","0","RI"
"165S25","03","0","0","0","0",""
"166B18","01","0","0","0","0","RI"
"166B18","02","0","0","0","0","RI"
"166B18","03","0","0","0","0",""
"166D25","00","0","0","0","0",""
"166D25","01","0","0","0","0","RI"
"166D25","02","0","0","0","0","RI"
"166D25","03","0","0","0","0",""
"166E18","01","0","0","0","0","RI"
"166E18","02","0","0","0","0",""
"166E18","03","0","0","0","0",""
"166F12","01","0","0","0","0","RI"
"166F12","02","0","0","0","0",""
"166F12","03","0","0","0","0",""
"166G14","00","0","0","0","0",""
"166G14","01","0","0","0","0",""
"166G14","02","0","0","0","0",""
"166G14","03","0","0","0","0",""
"166J25","00","0","0","0","0","RP"
"166J25","01","0","0","0","0","RP"
"166J25","02","0","0","0","0","RI"
"166J25","03","0","0","0","0",""
"166L12","00","0","0","0","0","RP"
"166L12","01","0","0","0","0","RP"
"166L12","02","0","0","0","0","RI"
"166L12","03","0","0","0","0",""
"166L24","00","0","0","0","0","RP"
"166L24","01","0","0","0","0","RP"
"166L24","02","0","0","0","0",""
"166L24","03","0","0","0","0",""
"166L8","00","0","0","0","0",""
"166L8","01","0","0","0","0","RI"
"166L8","02","0","0","0","0","RI"
"166L8","03","0","0","0","0",""
"166M12B","01","0","0","0","0","RI"
"166M12B","02","0","0","0","0",""
"166M12B","03","0","0","0","0",""
"166M16","00","0","0","0","0","RP"
"166M16","01","0","0","0","0","RI"
"166M16","02","0","0","0","0","RI"
"166M16","03","0","0","0","0",""
"166M8","00","0","0","0","0",""
"166M8","01","0","0","0","0","RI"
"166M8","02","0","0","0","0","RI"
"166M8","03","0","0","0","0",""
"166N12","00","0","0","0","0","RP"
"166N12","01","0","0","0","0","RP"
"166N12","02","0","0","0","0","RI"
"166N12","03","0","0","0","0",""
"166N24","01","0","0","0","0","RI"
"166N24","02","0","0","0","0","RI"
"166N24","03","0","0","0","0",""
"166N6","00","0","0","0","0",""
"166N6","01","0","0","0","0","RI"
"166N6","02","0","0","0","0","RI"
"166N6","03","0","0","0","0",""
"166N8","00","0","0","0","0",""
"166N8","01","0","0","0","0","RI"
"166N8","02","0","0","0","0","RI"
"166N8","03","0","0","0","0",""
"166R12","00","0","0","0","0","RP"
"166R12","01","0","0","0","0","RP"
"166R12","02","0","0","0","0","RI"
"166R12","03","0","0","0","0",""
"166S2","01","0","0","0","0","RI"
"166S2","02","0","0","0","0","RI"
"166S2","03","0","0","0","0",""
"1671-10S","02","0","0","0","0",""
"1671-10S","03","0","0","0","0",""
"167G100","00","0","0","0","0","RP"
"167G100","01","0","0","0","0","RI"
"167G100","02","0","0","0","0","R"
"167G100","03","0","0","0","0",""
"167J100","00","0","0","0","0","RP"
"167J100","01","0","0","0","0","RI"
"167J100","02","0","0","0","0",""
"167J100","03","0","0","0","0",""
"167K30","00","0","0","0","0",""
"167K30","01","0","0","0","0","RI"
"167K30","02","0","0","0","0","RI"
"167K30","03","0","0","0","0",""
"167L36","00","0","0","0","0",""
"167L36","01","0","0","0","0","RI"
"167L36","02","4","0","0","0","RI"
"167L36","03","0","0","0","0",""
"167P100","00","0","0","0","0","RP"
"167P100","01","0","0","0","0","RI"
"167P100","02","0","0","0","0","RI"
"167P100","03","0","0","0","0",""
"167P18","00","0","0","0","0",""
"167P18","01","0","0","0","0","RI"
"167P18","02","0","0","0","0","RI"
"167P18","03","0","0","0","0",""
"167S30","01","0","0","0","0",""
"167S30","02","0","0","0","0","RI"
"167S30","03","0","0","0","0",""
"1680450263","02","0","0","0","0",""
"1680450263","03","0","0","0","0",""
"16953","01","0","0","0","0",""
"16953","02","0","0","0","0",""
"16953","03","0","0","0","0",""
"16BLK","00","0","0","0","0","RP"
"16BLK","01","0","0","0","0",""
"16BLK","02","0","0","0","0",""
"16BLK","03","0","0","0","0",""
"16BLK-C","00","0","0","0","0","RP"
"16BLK-C","01","0","0","0","0","RP"
"16BLK-C","02","2","0","0","0","RP"
"16BLK-C","03","0","0","0","0",""
"16BLK-M","02","0","0","0","0",""
"16BLK-M","03","0","0","0","0",""
"16BLK-PK","00","0","0","0","0","RP"
"16BLK-PK","01","0","0","0","0","RP"
"16BLK-PK","02","0","0","0","0","RP"
"16BLK-PK","03","0","0","0","0",""
"16BLU-C","00","0","0","0","0","RP"
"16BLU-C","01","0","0","0","0","RP"
"16BLU-C","02","2","0","0","0","RP"
"16BLU-C","03","0","0","0","0",""
"16BLU-PK","00","0","0","0","0","RP"
"16BLU-PK","01","0","0","0","0","RP"
"16BLU-PK","02","2","0","0","0","RP"
"16BLU-PK","03","0","0","0","0",""
"16BRN-C","00","0","0","0","0","RP"
"16BRN-C","01","0","0","0","0","RP"
"16BRN-C","02","2","0","0","0","RP"
"16BRN-C","03","0","0","0","0",""
"16BRN-PK","00","0","0","0","0","RP"
"16BRN-PK","01","0","0","0","0","RP"
"16BRN-PK","02","1","0","0","0","RX"
"16BRN-PK","03","0","0","0","0",""
"16GRN-C","00","0","0","0","0","RP"
"16GRN-C","01","0","0","0","0","RP"
"16GRN-C","02","2","0","0","0","RP"
"16GRN-C","03","0","0","0","0",""
"16GRN-PK","00","0","0","0","0","RP"
"16GRN-PK","01","0","0","0","0","RP"
"16GRN-PK","02","3","0","0","0","RP"
"16GRN-PK","03","0","0","0","0",""
"16ORG-C","00","0","0","0","0","RP"
"16ORG-C","01","0","0","0","0","RP"
"16ORG-C","02","1","0","0","0","RP"
"16ORG-C","03","0","0","0","0",""
"16ORG-PK","00","0","0","0","0","RP"
"16ORG-PK","01","0","0","0","0","RP"
"16ORG-PK","02","2","0","0","0","RP"
"16ORG-PK","03","0","0","0","0",""
"SD-2010XXX","03","0","0","0","0",""
"FS-200","03","0","0","0","0",""
"FBA-SUBSCRIPT","03","0","0","0","0",""
"A1230","03","0","0","0","0",""
"16RED","00","0","0","0","0","RP"
"16RED","01","0","0","0","0",""
"16RED","02","0","0","0","0",""
"16RED","03","0","0","0","0",""
"16RED-C","00","0","0","0","0","RP"
"16RED-C","01","0","0","0","0","RP"
"16RED-C","02","2","0","0","0","RP"
"16RED-C","03","0","0","0","0",""
"16RED-PK","00","0","0","0","0","RP"
"16RED-PK","01","0","0","0","0","RP"
"16RED-PK","02","1","0","0","0","RP"
"16RED-PK","03","0","0","0","0",""
"16WHT-C","00","0","0","0","0","RP"
"16WHT-C","01","0","0","0","0","RP"
"16WHT-C","02","2","0","0","0","RP"
"16WHT-C","03","0","0","0","0",""
"16WHT-PK","00","0","0","0","0","RP"
"16WHT-PK","01","0","0","0","0","RP"
"16WHT-PK","02","3","0","0","0","RP"
"16WHT-PK","03","0","0","0","0",""
"16X2SHD-01","02","20","0","0","0","CC"
"16X2SHD-01","03","0","0","0","0",""
"16X2SHD-01","04","0","0","0","0",""
"16YLW-C","00","0","0","0","0","RP"
"16YLW-C","01","0","0","0","0","RP"
"16YLW-C","02","1","0","0","0","RP"
"16YLW-C","03","0","0","0","0",""
"16YLW-PK","00","0","0","0","0","RP"
"16YLW-PK","01","0","0","0","0","RP"
"16YLW-PK","02","4","0","0","0","RP"
"16YLW-PK","03","0","0","0","0",""
"170","00","0","0","0","0","RP"
"170","01","0","0","0","0","RP"
"170","02","0","0","0","0","R"
"170","03","0","0","0","0",""
"1700-CS","00","0","0","0","0","RP"
"1700-CS","01","0","0","0","0","RP"
"1700-CS","02","1","0","0","0","RP"
"1700-CS","03","0","0","0","0",""
"1700-L","01","0","0","0","0","RI"
"1700-L","02","0","0","0","0",""
"1700-L","03","0","0","0","0",""
"1700-M","00","0","0","0","0","RP"
"1700-M","01","0","0","0","0","RI"
"1700-M","02","2","0","0","0","RI"
"1700-M","03","0","0","0","0",""
"1700-14","02","4","0","0","0","RP"
"1700-14","03","0","0","0","0",""
"1702-CS","00","0","0","0","0","RP"
"1702-CS","01","0","0","0","0","RI"
"1702-CS","02","3","0","0","0","RP"
"1702-CS","03","0","0","0","0",""
"1702-L","01","0","0","0","0","RP"
"1702-L","02","0","0","0","0",""
"1702-L","03","0","0","0","0",""
"1702-M","00","0","0","0","0","RP"
"1702-M","01","0","0","0","0","RI"
"1702-M","02","0","0","0","0","RI"
"1702-M","03","0","0","0","0",""
"1702-14","02","6","0","0","0","RP"
"1702-14","03","0","0","0","0",""
"1703-CS","00","0","0","0","0","RP"
"1703-CS","01","0","0","0","0","RI"
"1703-CS","02","2","0","0","0","RP"
"1703-CS","03","0","0","0","0",""
"1703-L","01","0","0","0","0","RP"
"1703-L","02","0","0","0","0",""
"1703-L","03","0","0","0","0",""
"1703-M","00","0","0","0","0",""
"1703-M","01","0","0","0","0","RI"
"1703-M","02","0","0","0","0","RI"
"1703-M","03","0","0","0","0",""
"1703-14","02","3","0","0","0","RP"
"1703-14","03","0","0","0","0",""
"1703H-M","00","0","0","0","0","RP"
"1703H-M","01","0","0","0","0",""
"1703H-M","02","0","0","0","0",""
"1703H-M","03","0","0","0","0",""
"1704-CS","00","0","0","0","0","RP"
"1704-CS","01","0","0","0","0","RI"
"1704-CS","02","3","0","0","0","RP"
"1704-CS","03","0","0","0","0",""
"1704-L","01","0","0","0","0","RP"
"1704-L","02","0","0","0","0",""
"1704-L","03","0","0","0","0",""
"1704-M","00","0","0","0","0","RP"
"1704-M","01","0","0","0","0","RI"
"1704-M","02","0","0","0","0","RI"
"1704-M","03","0","0","0","0",""
"1704-14","02","3","0","0","0","RP"
"1704-14","03","0","0","0","0",""
"1705-CS","00","0","0","0","0","RP"
"1705-CS","01","0","0","0","0","RI"
"1705-CS","02","2","0","0","0","RP"
"1705-CS","03","0","0","0","0",""
"1705-L","01","0","0","0","0","RP"
"1705-L","02","0","0","0","0",""
"1705-L","03","0","0","0","0",""
"1705-M","00","0","0","0","0","RP"
"1705-M","01","0","0","0","0","RI"
"1705-M","02","0","0","0","0","RI"
"1705-M","03","0","0","0","0",""
"1705-14","02","2","0","0","0","RP"
"1705-14","03","0","0","0","0",""
"1706-CS","00","0","0","0","0","RP"
"1706-CS","01","0","0","0","0","RI"
"1706-CS","02","1","0","0","0","RP"
"1706-CS","03","0","0","0","0",""
"1706-L","01","0","0","0","0","RP"
"1706-L","02","0","0","0","0",""
"1706-L","03","0","0","0","0",""
"1706-M","00","0","0","0","0","RP"
"1706-M","01","0","0","0","0","RI"
"1706-M","02","0","0","0","0","RI"
"1706-M","03","0","0","0","0",""
"1706-14","02","3","0","0","0","RP"
"1706-14","03","0","0","0","0",""
"1708-CS","02","2","0","0","0","RI"
"1708-CS","03","0","0","0","0",""
"1708-14","02","2","0","0","0","RP"
"1708-14","03","0","0","0","0",""
"1709","00","0","0","0","0","RP"
"1709","01","0","0","0","0","RP"
"1709","02","9","0","0","0","RP"
"1709","03","0","0","0","0",""
"1709-CS","02","0","0","0","0","RP"
"1709-CS","03","0","0","0","0",""
"1709-L","01","0","0","0","0","RP"
"1709-L","02","0","0","0","0",""
"1709-L","03","0","0","0","0",""
"1709-14","02","5","0","0","0","RP"
"1709-14","03","0","0","0","0",""
"170A","00","0","0","0","0","RP"
"170A","01","0","0","0","0","RI"
"170A","02","0","0","0","0","RP"
"170A","03","0","0","0","0",""
"170B","00","0","0","0","0","RP"
"170B","01","0","0","0","0","RP"
"170B","02","0","0","0","0","RP"
"170B","03","0","0","0","0",""
"170BE","01","0","0","0","0","RI"
"170BE","02","0","0","0","0","RI"
"170BE","03","0","0","0","0",""
"170C","00","0","0","0","0","RP"
"170C","01","0","0","0","0","RP"
"170C","02","0","0","0","0","RP"
"170C","03","0","0","0","0",""
"170D","00","0","0","0","0","RP"
"170D","01","0","0","0","0","RI"
"170D","02","0","0","0","0","RP"
"170D","03","0","0","0","0",""
"170E","00","0","0","0","0","RP"
"170E","01","0","0","0","0","RI"
"170E","02","0","0","0","0","RP"
"170E","03","0","0","0","0",""
"170F","00","0","0","0","0","RP"
"170F","01","0","0","0","0","RP"
"170F","02","0","0","0","0","RP"
"170F","03","0","0","0","0",""
"170G","00","0","0","0","0","RP"
"170G","01","0","0","0","0","RI"
"170G","02","0","0","0","0","RI"
"170G","03","0","0","0","0",""
"170J","00","0","0","0","0","RP"
"170J","01","0","0","0","0","RP"
"170J","02","0","0","0","0","RI"
"170J","03","0","0","0","0",""
"170MN","00","0","0","0","0","RP"
"170MN","01","0","0","0","0","RP"
"170MN","02","24","0","0","0","RP"
"170MN","03","0","0","0","0",""
"S-4236","01","0","0","0","0",""
"S-4236","02","24","0","0","0",""
"S-4236","03","0","0","0","0",""
"171A","00","0","0","0","0",""
"171A","01","0","0","0","0","RI"
"171A","02","0","0","0","0","RP"
"171A","03","0","0","0","0",""
"171B","00","0","0","0","0","RP"
"171B","01","0","0","0","0","RP"
"171B","02","0","0","0","0","RP"
"171B","03","0","0","0","0",""
"171C","00","0","0","0","0","RP"
"171C","01","0","0","0","0","RP"
"171C","02","0","0","0","0","RP"
"171C","03","0","0","0","0",""
"171E","00","0","0","0","0","RP"
"171E","01","0","0","0","0","RP"
"171E","02","0","0","0","0","RP"
"171E","03","0","0","0","0",""
"1723-CS","00","0","0","0","0","RP"
"1723-CS","01","0","0","0","0","RI"
"1723-CS","02","2","0","0","0","RP"
"1723-CS","03","0","0","0","0",""
"1723-L","01","0","0","0","0","RP"
"1723-L","02","0","0","0","0",""
"1723-L","03","0","0","0","0",""
"1723-M","00","0","0","0","0","RP"
"1723-M","01","0","0","0","0","RI"
"1723-M","02","0","0","0","0","RI"
"1723-M","03","0","0","0","0",""
